Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-01T00:00:00.000000,South Africa,South Africa,ZA,642.46,693.61,15.39,6.98,eskom.co.za,false,""
2022-01-01T01:00:00.000000,South Africa,South Africa,ZA,629.78,679.31,17.03,8.77,eskom.co.za,false,""
2022-01-01T02:00:00.000000,South Africa,South Africa,ZA,627.76,677.01,17.29,9.14,eskom.co.za,false,""
2022-01-01T03:00:00.000000,South Africa,South Africa,ZA,618.57,667.63,18.5,10.21,eskom.co.za,false,""
2022-01-01T04:00:00.000000,South Africa,South Africa,ZA,606.03,655.38,20.17,11.79,eskom.co.za,false,""
2022-01-01T05:00:00.000000,South Africa,South Africa,ZA,584.6,634.18,23.01,14.84,eskom.co.za,false,""
2022-01-01T06:00:00.000000,South Africa,South Africa,ZA,564.62,615.01,25.68,17.53,eskom.co.za,false,""
2022-01-01T07:00:00.000000,South Africa,South Africa,ZA,557.14,608.27,26.69,18.47,eskom.co.za,false,""
2022-01-01T08:00:00.000000,South Africa,South Africa,ZA,550.81,601.79,27.53,19.3,eskom.co.za,false,""
2022-01-01T09:00:00.000000,South Africa,South Africa,ZA,545.5,596.23,28.22,20.09,eskom.co.za,false,""
2022-01-01T10:00:00.000000,South Africa,South Africa,ZA,540.31,590.68,28.91,20.84,eskom.co.za,false,""
2022-01-01T11:00:00.000000,South Africa,South Africa,ZA,536.17,586.25,29.45,21.43,eskom.co.za,false,""
2022-01-01T12:00:00.000000,South Africa,South Africa,ZA,537.65,587.29,29.24,21.26,eskom.co.za,false,""
2022-01-01T13:00:00.000000,South Africa,South Africa,ZA,538.79,587.67,29.07,21.19,eskom.co.za,false,""
2022-01-01T14:00:00.000000,South Africa,South Africa,ZA,542.8,591.47,28.54,20.65,eskom.co.za,false,""
2022-01-01T15:00:00.000000,South Africa,South Africa,ZA,551.3,600.43,27.44,19.36,eskom.co.za,false,""
2022-01-01T16:00:00.000000,South Africa,South Africa,ZA,579.65,630.14,23.73,15.24,eskom.co.za,false,""
2022-01-01T17:00:00.000000,South Africa,South Africa,ZA,627.4,680.19,17.45,8.68,eskom.co.za,false,""
2022-01-01T18:00:00.000000,South Africa,South Africa,ZA,631.71,684.69,16.88,8.26,eskom.co.za,false,""
2022-01-01T19:00:00.000000,South Africa,South Africa,ZA,624.9,677.53,17.78,8.64,eskom.co.za,false,""
2022-01-01T20:00:00.000000,South Africa,South Africa,ZA,634.08,686.85,16.57,6.97,eskom.co.za,false,""
2022-01-01T21:00:00.000000,South Africa,South Africa,ZA,638.44,691.42,15.99,6.44,eskom.co.za,false,""
2022-01-01T22:00:00.000000,South Africa,South Africa,ZA,645.1,697.64,15.09,5.9,eskom.co.za,false,""
2022-01-01T23:00:00.000000,South Africa,South Africa,ZA,646.77,698.27,14.83,5.96,eskom.co.za,false,""
2022-01-02T00:00:00.000000,South Africa,South Africa,ZA,639.09,689.51,15.82,7.19,eskom.co.za,false,""
2022-01-02T01:00:00.000000,South Africa,South Africa,ZA,639.22,689.14,15.78,7.36,eskom.co.za,false,""
2022-01-02T02:00:00.000000,South Africa,South Africa,ZA,644.03,694.55,15.16,6.69,eskom.co.za,false,""
2022-01-02T03:00:00.000000,South Africa,South Africa,ZA,638.78,689.19,15.84,7.53,eskom.co.za,false,""
2022-01-02T04:00:00.000000,South Africa,South Africa,ZA,629.43,680.43,17.09,8.79,eskom.co.za,false,""
2022-01-02T05:00:00.000000,South Africa,South Africa,ZA,600.69,653.12,20.94,12.33,eskom.co.za,false,""
2022-01-02T06:00:00.000000,South Africa,South Africa,ZA,582.4,635.09,23.37,14.91,eskom.co.za,false,""
2022-01-02T07:00:00.000000,South Africa,South Africa,ZA,578.34,631.05,23.9,15.5,eskom.co.za,false,""
2022-01-02T08:00:00.000000,South Africa,South Africa,ZA,575.17,627.88,24.32,15.98,eskom.co.za,false,""
2022-01-02T09:00:00.000000,South Africa,South Africa,ZA,571.6,624.18,24.79,16.48,eskom.co.za,false,""
2022-01-02T10:00:00.000000,South Africa,South Africa,ZA,572.21,624.71,24.71,16.52,eskom.co.za,false,""
2022-01-02T11:00:00.000000,South Africa,South Africa,ZA,570.53,622.83,24.93,16.91,eskom.co.za,false,""
2022-01-02T12:00:00.000000,South Africa,South Africa,ZA,571.6,623.71,24.79,17.03,eskom.co.za,false,""
2022-01-02T13:00:00.000000,South Africa,South Africa,ZA,580.57,631.95,23.58,16.14,eskom.co.za,false,""
2022-01-02T14:00:00.000000,South Africa,South Africa,ZA,582.97,633.93,23.25,15.91,eskom.co.za,false,""
