Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-02T14:00:00.000000,Singapore,Singapore,SG,377.5,497.68,3.66,3.66, ema.gov.sg; emcsg.com,false,""
2022-01-02T15:00:00.000000,Singapore,Singapore,SG,377.76,497.95,3.79,3.79,emcsg.com;  ema.gov.sg,false,""
2022-01-02T16:00:00.000000,Singapore,Singapore,SG,377.93,498.12,3.87,3.87, ema.gov.sg; emcsg.com,false,""
2022-01-02T17:00:00.000000,Singapore,Singapore,SG,377.69,497.88,3.75,3.75, ema.gov.sg; emcsg.com,false,""
2022-01-02T18:00:00.000000,Singapore,Singapore,SG,377.66,497.85,3.74,3.74, ema.gov.sg; emcsg.com,false,""
2022-01-02T19:00:00.000000,Singapore,Singapore,SG,377.72,497.91,3.77,3.77,emcsg.com;  ema.gov.sg,false,""
2022-01-02T20:00:00.000000,Singapore,Singapore,SG,377.39,497.57,3.61,3.61,emcsg.com;  ema.gov.sg,false,""
2022-01-02T21:00:00.000000,Singapore,Singapore,SG,376.91,497.08,3.37,3.37,emcsg.com;  ema.gov.sg,false,""
2022-01-02T22:00:00.000000,Singapore,Singapore,SG,376.52,496.68,3.18,3.18,emcsg.com;  ema.gov.sg,false,""
2022-01-02T23:00:00.000000,Singapore,Singapore,SG,375.68,495.75,3.08,3.08,emcsg.com;  ema.gov.sg,false,""
2022-01-03T00:00:00.000000,Singapore,Singapore,SG,373.32,492.97,3.43,3.43, ema.gov.sg; emcsg.com,false,""
2022-01-03T01:00:00.000000,Singapore,Singapore,SG,369.09,487.93,4.39,4.39, ema.gov.sg; emcsg.com,false,""
2022-01-03T02:00:00.000000,Singapore,Singapore,SG,365.13,483.19,5.4,5.4,emcsg.com;  ema.gov.sg,false,""
2022-01-03T03:00:00.000000,Singapore,Singapore,SG,368.14,486.79,4.66,4.66,emcsg.com;  ema.gov.sg,false,""
2022-01-03T04:00:00.000000,Singapore,Singapore,SG,366.3,484.58,5.11,5.11, ema.gov.sg; emcsg.com,false,""
2022-01-03T05:00:00.000000,Singapore,Singapore,SG,360.41,477.7,5.85,5.85, ema.gov.sg; emcsg.com,false,""
2022-01-03T06:00:00.000000,Singapore,Singapore,SG,362.41,479.99,5.78,5.78,emcsg.com;  ema.gov.sg,false,""
2022-01-03T07:00:00.000000,Singapore,Singapore,SG,372.38,491.58,4.79,4.79, ema.gov.sg; emcsg.com,false,""
2022-01-03T08:00:00.000000,Singapore,Singapore,SG,373.59,493.06,4.41,4.41,emcsg.com;  ema.gov.sg,false,""
2022-01-03T09:00:00.000000,Singapore,Singapore,SG,373.05,492.38,4.64,4.64, ema.gov.sg; emcsg.com,false,""
2022-01-03T10:00:00.000000,Singapore,Singapore,SG,375.46,495.29,3.95,3.95, ema.gov.sg; emcsg.com,false,""
2022-01-03T11:00:00.000000,Singapore,Singapore,SG,377.62,497.8,3.72,3.72,emcsg.com;  ema.gov.sg,false,""
2022-01-03T12:00:00.000000,Singapore,Singapore,SG,377.52,497.7,3.67,3.67,emcsg.com;  ema.gov.sg,false,""
2022-01-03T13:00:00.000000,Singapore,Singapore,SG,377.02,497.19,3.42,3.42,emcsg.com;  ema.gov.sg,false,""
2022-01-03T14:00:00.000000,Singapore,Singapore,SG,376.66,496.83,3.25,3.25, ema.gov.sg; emcsg.com,false,""
2022-01-03T15:00:00.000000,Singapore,Singapore,SG,377.02,497.19,3.43,3.43,emcsg.com;  ema.gov.sg,false,""
2022-01-03T16:00:00.000000,Singapore,Singapore,SG,377.49,497.67,3.65,3.65, ema.gov.sg; emcsg.com,false,""
2022-01-03T17:00:00.000000,Singapore,Singapore,SG,377.62,497.81,3.72,3.72, ema.gov.sg; emcsg.com,false,""
2022-01-03T18:00:00.000000,Singapore,Singapore,SG,377.77,497.96,3.79,3.79,emcsg.com;  ema.gov.sg,false,""
2022-01-03T19:00:00.000000,Singapore,Singapore,SG,377.86,498.05,3.83,3.83,emcsg.com;  ema.gov.sg,false,""
2022-01-03T20:00:00.000000,Singapore,Singapore,SG,377.84,498.04,3.83,3.83,emcsg.com;  ema.gov.sg,false,""
2022-01-03T21:00:00.000000,Singapore,Singapore,SG,377.55,497.73,3.68,3.68,emcsg.com;  ema.gov.sg,false,""
2022-01-03T22:00:00.000000,Singapore,Singapore,SG,377.07,497.25,3.45,3.45,emcsg.com;  ema.gov.sg,false,""
2022-01-03T23:00:00.000000,Singapore,Singapore,SG,376.25,496.33,3.33,3.33, ema.gov.sg; emcsg.com,false,""
2022-01-04T00:00:00.000000,Singapore,Singapore,SG,372.94,492.43,3.88,3.88, ema.gov.sg; emcsg.com,false,""
2022-01-04T01:00:00.000000,Singapore,Singapore,SG,369.01,487.74,4.84,4.84,emcsg.com;  ema.gov.sg,false,""
2022-01-04T02:00:00.000000,Singapore,Singapore,SG,368.73,487.4,4.92,4.92, ema.gov.sg; emcsg.com,false,""
2022-01-04T03:00:00.000000,Singapore,Singapore,SG,369.11,487.85,4.82,4.82, ema.gov.sg; emcsg.com,false,""
2022-01-04T04:00:00.000000,Singapore,Singapore,SG,367.56,485.98,5.25,5.25,emcsg.com;  ema.gov.sg,false,""
2022-01-04T05:00:00.000000,Singapore,Singapore,SG,365.96,484.08,5.61,5.61,emcsg.com;  ema.gov.sg,false,""
2022-01-04T06:00:00.000000,Singapore,Singapore,SG,366.82,485.11,5.4,5.4,emcsg.com;  ema.gov.sg,false,""
2022-01-04T07:00:00.000000,Singapore,Singapore,SG,370.89,490.0,4.33,4.33, ema.gov.sg; emcsg.com,false,""
2022-01-04T08:00:00.000000,Singapore,Singapore,SG,372.95,492.46,3.8,3.8,emcsg.com;  ema.gov.sg,false,""
2022-01-04T09:00:00.000000,Singapore,Singapore,SG,373.23,492.79,3.8,3.8, ema.gov.sg; emcsg.com,false,""
2022-01-04T10:00:00.000000,Singapore,Singapore,SG,374.5,494.3,3.52,3.52,emcsg.com;  ema.gov.sg,false,""
2022-01-04T11:00:00.000000,Singapore,Singapore,SG,375.56,495.57,3.25,3.25,emcsg.com;  ema.gov.sg,false,""
2022-01-04T12:00:00.000000,Singapore,Singapore,SG,376.32,496.47,3.08,3.08, ema.gov.sg; emcsg.com,false,""
2022-01-04T13:00:00.000000,Singapore,Singapore,SG,376.48,496.64,3.16,3.16, ema.gov.sg; emcsg.com,false,""
2022-01-04T14:00:00.000000,Singapore,Singapore,SG,376.82,496.98,3.33,3.33, ema.gov.sg; emcsg.com,false,""
2022-01-04T15:00:00.000000,Singapore,Singapore,SG,377.1,497.27,3.46,3.46, ema.gov.sg; emcsg.com,false,""
2022-01-04T16:00:00.000000,Singapore,Singapore,SG,377.07,497.25,3.45,3.45, ema.gov.sg; emcsg.com,false,""
2022-01-04T17:00:00.000000,Singapore,Singapore,SG,377.45,497.64,3.64,3.64, ema.gov.sg; emcsg.com,false,""
2022-01-04T18:00:00.000000,Singapore,Singapore,SG,377.6,497.78,3.71,3.71,emcsg.com;  ema.gov.sg,false,""
2022-01-04T19:00:00.000000,Singapore,Singapore,SG,377.68,497.87,3.75,3.75, ema.gov.sg; emcsg.com,false,""
2022-01-04T20:00:00.000000,Singapore,Singapore,SG,377.67,497.86,3.74,3.74,emcsg.com;  ema.gov.sg,false,""
2022-01-04T21:00:00.000000,Singapore,Singapore,SG,377.42,497.6,3.62,3.62, ema.gov.sg; emcsg.com,false,""
2022-01-04T22:00:00.000000,Singapore,Singapore,SG,376.37,496.42,3.57,3.57,emcsg.com;  ema.gov.sg,false,""
2022-01-04T23:00:00.000000,Singapore,Singapore,SG,376.03,496.09,3.34,3.34, ema.gov.sg; emcsg.com,false,""
2022-01-05T00:00:00.000000,Singapore,Singapore,SG,371.33,490.51,4.27,4.27,emcsg.com;  ema.gov.sg,false,""
2022-01-05T01:00:00.000000,Singapore,Singapore,SG,367.97,486.51,5.04,5.04,emcsg.com;  ema.gov.sg,false,""
2022-01-05T02:00:00.000000,Singapore,Singapore,SG,363.42,481.06,6.17,6.17, ema.gov.sg; emcsg.com,false,""
2022-01-05T03:00:00.000000,Singapore,Singapore,SG,359.87,476.79,7.11,7.11, ema.gov.sg; emcsg.com,false,""
2022-01-05T04:00:00.000000,Singapore,Singapore,SG,357.25,473.63,7.85,7.85, ema.gov.sg; emcsg.com,false,""
2022-01-05T05:00:00.000000,Singapore,Singapore,SG,358.09,474.61,7.74,7.74,emcsg.com;  ema.gov.sg,false,""
2022-01-05T06:00:00.000000,Singapore,Singapore,SG,363.44,481.04,6.29,6.29,emcsg.com;  ema.gov.sg,false,""
2022-01-05T07:00:00.000000,Singapore,Singapore,SG,364.78,482.68,5.87,5.87, ema.gov.sg; emcsg.com,false,""
2022-01-05T08:00:00.000000,Singapore,Singapore,SG,369.38,488.19,4.67,4.67, ema.gov.sg; emcsg.com,false,""
2022-01-05T09:00:00.000000,Singapore,Singapore,SG,370.25,489.23,4.46,4.46,emcsg.com;  ema.gov.sg,false,""
2022-01-05T10:00:00.000000,Singapore,Singapore,SG,374.93,494.83,3.32,3.32, ema.gov.sg; emcsg.com,false,""
2022-01-05T11:00:00.000000,Singapore,Singapore,SG,375.15,495.11,3.22,3.22,emcsg.com;  ema.gov.sg,false,""
2022-01-05T12:00:00.000000,Singapore,Singapore,SG,376.18,496.33,3.02,3.02,emcsg.com;  ema.gov.sg,false,""
2022-01-05T13:00:00.000000,Singapore,Singapore,SG,376.37,496.52,3.11,3.11,emcsg.com;  ema.gov.sg,false,""
2022-01-05T14:00:00.000000,Singapore,Singapore,SG,376.68,496.85,3.26,3.26, ema.gov.sg; emcsg.com,false,""
2022-01-05T15:00:00.000000,Singapore,Singapore,SG,377.01,497.18,3.42,3.42,emcsg.com;  ema.gov.sg,false,""
2022-01-05T16:00:00.000000,Singapore,Singapore,SG,377.33,497.51,3.58,3.58, ema.gov.sg; emcsg.com,false,""
2022-01-05T17:00:00.000000,Singapore,Singapore,SG,377.6,497.78,3.71,3.71,emcsg.com;  ema.gov.sg,false,""
2022-01-05T18:00:00.000000,Singapore,Singapore,SG,377.77,497.96,3.79,3.79, ema.gov.sg; emcsg.com,false,""
2022-01-05T19:00:00.000000,Singapore,Singapore,SG,377.84,498.04,3.83,3.83,emcsg.com;  ema.gov.sg,false,""
2022-01-05T20:00:00.000000,Singapore,Singapore,SG,377.82,498.02,3.82,3.82,emcsg.com;  ema.gov.sg,false,""
2022-01-05T21:00:00.000000,Singapore,Singapore,SG,377.58,497.76,3.7,3.7,emcsg.com;  ema.gov.sg,false,""
2022-01-05T22:00:00.000000,Singapore,Singapore,SG,377.02,497.17,3.5,3.5, ema.gov.sg; emcsg.com,false,""
2022-01-05T23:00:00.000000,Singapore,Singapore,SG,376.19,496.25,3.39,3.39,emcsg.com;  ema.gov.sg,false,""
2022-01-06T00:00:00.000000,Singapore,Singapore,SG,372.51,491.9,4.06,4.06, ema.gov.sg; emcsg.com,false,""
2022-01-06T01:00:00.000000,Singapore,Singapore,SG,367.39,485.79,5.26,5.26, ema.gov.sg; emcsg.com,false,""
2022-01-06T02:00:00.000000,Singapore,Singapore,SG,362.74,480.22,6.43,6.43, ema.gov.sg; emcsg.com,false,""
2022-01-06T03:00:00.000000,Singapore,Singapore,SG,359.41,476.22,7.3,7.3,emcsg.com;  ema.gov.sg,false,""
2022-01-06T04:00:00.000000,Singapore,Singapore,SG,359.8,476.67,7.25,7.25,emcsg.com;  ema.gov.sg,false,""
2022-01-06T05:00:00.000000,Singapore,Singapore,SG,360.8,477.89,6.94,6.94,emcsg.com;  ema.gov.sg,false,""
2022-01-06T06:00:00.000000,Singapore,Singapore,SG,363.74,481.42,6.14,6.14, ema.gov.sg; emcsg.com,false,""
2022-01-06T07:00:00.000000,Singapore,Singapore,SG,364.31,482.11,5.97,5.97, ema.gov.sg; emcsg.com,false,""
2022-01-06T08:00:00.000000,Singapore,Singapore,SG,369.19,487.97,4.69,4.69,emcsg.com;  ema.gov.sg,false,""
2022-01-06T09:00:00.000000,Singapore,Singapore,SG,372.44,491.86,3.91,3.91,emcsg.com;  ema.gov.sg,false,""
2022-01-06T10:00:00.000000,Singapore,Singapore,SG,375.53,495.55,3.16,3.16,emcsg.com;  ema.gov.sg,false,""
2022-01-06T11:00:00.000000,Singapore,Singapore,SG,376.13,496.28,2.99,2.99,emcsg.com;  ema.gov.sg,false,""
2022-01-06T12:00:00.000000,Singapore,Singapore,SG,376.21,496.37,3.03,3.03,emcsg.com;  ema.gov.sg,false,""
2022-01-06T13:00:00.000000,Singapore,Singapore,SG,376.39,496.54,3.12,3.12,emcsg.com;  ema.gov.sg,false,""
2022-01-06T14:00:00.000000,Singapore,Singapore,SG,376.68,496.85,3.26,3.26, ema.gov.sg; emcsg.com,false,""
2022-01-06T15:00:00.000000,Singapore,Singapore,SG,377.0,497.17,3.42,3.42, ema.gov.sg; emcsg.com,false,""
2022-01-06T16:00:00.000000,Singapore,Singapore,SG,377.35,497.53,3.59,3.59, ema.gov.sg; emcsg.com,false,""
2022-01-06T17:00:00.000000,Singapore,Singapore,SG,377.71,497.9,3.76,3.76,emcsg.com;  ema.gov.sg,false,""
2022-01-06T18:00:00.000000,Singapore,Singapore,SG,377.86,498.05,3.83,3.83, ema.gov.sg; emcsg.com,false,""
2022-01-06T19:00:00.000000,Singapore,Singapore,SG,377.95,498.14,3.88,3.88,emcsg.com;  ema.gov.sg,false,""
2022-01-06T20:00:00.000000,Singapore,Singapore,SG,377.95,498.14,3.88,3.88,emcsg.com;  ema.gov.sg,false,""
2022-01-06T21:00:00.000000,Singapore,Singapore,SG,377.68,497.87,3.75,3.75, ema.gov.sg; emcsg.com,false,""
2022-01-06T22:00:00.000000,Singapore,Singapore,SG,377.23,497.4,3.53,3.53, ema.gov.sg; emcsg.com,false,""
2022-01-06T23:00:00.000000,Singapore,Singapore,SG,376.38,496.46,3.42,3.42,emcsg.com;  ema.gov.sg,false,""
2022-01-07T00:00:00.000000,Singapore,Singapore,SG,372.34,491.69,4.17,4.17, ema.gov.sg; emcsg.com,false,""
2022-01-07T01:00:00.000000,Singapore,Singapore,SG,367.7,486.2,5.03,5.03, ema.gov.sg; emcsg.com,false,""
2022-01-07T02:00:00.000000,Singapore,Singapore,SG,364.77,482.69,5.76,5.76,emcsg.com;  ema.gov.sg,false,""
2022-01-07T03:00:00.000000,Singapore,Singapore,SG,361.47,478.72,6.62,6.62,emcsg.com;  ema.gov.sg,false,""
2022-01-07T04:00:00.000000,Singapore,Singapore,SG,363.28,480.9,6.17,6.17,emcsg.com;  ema.gov.sg,false,""
2022-01-07T05:00:00.000000,Singapore,Singapore,SG,361.72,479.04,6.52,6.52, ema.gov.sg; emcsg.com,false,""
2022-01-07T06:00:00.000000,Singapore,Singapore,SG,363.13,480.74,6.14,6.14, ema.gov.sg; emcsg.com,false,""
2022-01-07T07:00:00.000000,Singapore,Singapore,SG,367.76,486.28,4.98,4.98, ema.gov.sg; emcsg.com,false,""
2022-01-07T08:00:00.000000,Singapore,Singapore,SG,372.54,492.02,3.73,3.73, ema.gov.sg; emcsg.com,false,""
2022-01-07T09:00:00.000000,Singapore,Singapore,SG,374.31,494.12,3.32,3.32, ema.gov.sg; emcsg.com,false,""
2022-01-07T10:00:00.000000,Singapore,Singapore,SG,375.56,495.63,3.02,3.02,emcsg.com;  ema.gov.sg,false,""
2022-01-07T11:00:00.000000,Singapore,Singapore,SG,375.99,496.13,2.92,2.92,emcsg.com;  ema.gov.sg,false,""
2022-01-07T12:00:00.000000,Singapore,Singapore,SG,376.13,496.28,2.99,2.99, ema.gov.sg; emcsg.com,false,""
2022-01-07T13:00:00.000000,Singapore,Singapore,SG,376.26,496.42,3.06,3.06,emcsg.com;  ema.gov.sg,false,""
2022-01-07T14:00:00.000000,Singapore,Singapore,SG,376.52,496.68,3.18,3.18, ema.gov.sg; emcsg.com,false,""
2022-01-07T15:00:00.000000,Singapore,Singapore,SG,376.97,497.14,3.4,3.4, ema.gov.sg; emcsg.com,false,""
2022-01-07T16:00:00.000000,Singapore,Singapore,SG,377.54,497.72,3.68,3.68,emcsg.com;  ema.gov.sg,false,""
2022-01-07T17:00:00.000000,Singapore,Singapore,SG,377.66,497.85,3.74,3.74,emcsg.com;  ema.gov.sg,false,""
2022-01-07T18:00:00.000000,Singapore,Singapore,SG,377.82,498.01,3.82,3.82, ema.gov.sg; emcsg.com,false,""
2022-01-07T19:00:00.000000,Singapore,Singapore,SG,377.94,498.13,3.87,3.87,emcsg.com;  ema.gov.sg,false,""
2022-01-07T20:00:00.000000,Singapore,Singapore,SG,377.98,498.17,3.89,3.89, ema.gov.sg; emcsg.com,false,""
2022-01-07T21:00:00.000000,Singapore,Singapore,SG,377.84,498.04,3.83,3.83,emcsg.com;  ema.gov.sg,false,""
2022-01-07T22:00:00.000000,Singapore,Singapore,SG,377.63,497.82,3.72,3.72,emcsg.com;  ema.gov.sg,false,""
2022-01-07T23:00:00.000000,Singapore,Singapore,SG,376.99,497.1,3.68,3.68, ema.gov.sg; emcsg.com,false,""
2022-01-08T00:00:00.000000,Singapore,Singapore,SG,373.78,493.32,4.2,4.2, ema.gov.sg; emcsg.com,false,""
2022-01-08T01:00:00.000000,Singapore,Singapore,SG,367.44,485.75,5.67,5.67, ema.gov.sg; emcsg.com,false,""
2022-01-08T02:00:00.000000,Singapore,Singapore,SG,363.54,481.09,6.62,6.62,emcsg.com;  ema.gov.sg,false,""
2022-01-08T03:00:00.000000,Singapore,Singapore,SG,360.93,477.95,7.31,7.31,emcsg.com;  ema.gov.sg,false,""
2022-01-08T04:00:00.000000,Singapore,Singapore,SG,362.15,479.4,7.06,7.06,emcsg.com;  ema.gov.sg,false,""
2022-01-08T05:00:00.000000,Singapore,Singapore,SG,364.96,482.77,6.33,6.33,emcsg.com;  ema.gov.sg,false,""
2022-01-08T06:00:00.000000,Singapore,Singapore,SG,364.13,481.78,6.54,6.54, ema.gov.sg; emcsg.com,false,""
2022-01-08T07:00:00.000000,Singapore,Singapore,SG,370.86,489.85,4.8,4.8,emcsg.com;  ema.gov.sg,false,""
2022-01-08T08:00:00.000000,Singapore,Singapore,SG,371.08,490.12,4.74,4.74, ema.gov.sg; emcsg.com,false,""
2022-01-08T09:00:00.000000,Singapore,Singapore,SG,373.89,493.47,4.08,4.08, ema.gov.sg; emcsg.com,false,""
2022-01-08T10:00:00.000000,Singapore,Singapore,SG,375.63,495.57,3.61,3.61, ema.gov.sg; emcsg.com,false,""
2022-01-08T11:00:00.000000,Singapore,Singapore,SG,376.76,496.92,3.3,3.3, ema.gov.sg; emcsg.com,false,""
2022-01-08T12:00:00.000000,Singapore,Singapore,SG,376.74,496.9,3.29,3.29, ema.gov.sg; emcsg.com,false,""
2022-01-08T13:00:00.000000,Singapore,Singapore,SG,376.76,496.92,3.3,3.3,emcsg.com;  ema.gov.sg,false,""
2022-01-08T14:00:00.000000,Singapore,Singapore,SG,376.94,497.11,3.39,3.39, ema.gov.sg; emcsg.com,false,""
2022-01-08T15:00:00.000000,Singapore,Singapore,SG,377.21,497.38,3.52,3.52,emcsg.com;  ema.gov.sg,false,""
2022-01-08T16:00:00.000000,Singapore,Singapore,SG,377.53,497.71,3.67,3.67,emcsg.com;  ema.gov.sg,false,""
2022-01-08T17:00:00.000000,Singapore,Singapore,SG,377.78,497.97,3.8,3.8,emcsg.com;  ema.gov.sg,false,""
2022-01-08T18:00:00.000000,Singapore,Singapore,SG,377.95,498.14,3.88,3.88, ema.gov.sg; emcsg.com,false,""
2022-01-08T19:00:00.000000,Singapore,Singapore,SG,378.07,498.27,3.94,3.94, ema.gov.sg; emcsg.com,false,""
2022-01-08T20:00:00.000000,Singapore,Singapore,SG,378.11,498.31,3.96,3.96, ema.gov.sg; emcsg.com,false,""
2022-01-08T21:00:00.000000,Singapore,Singapore,SG,378.02,498.21,3.91,3.91,emcsg.com;  ema.gov.sg,false,""
2022-01-08T22:00:00.000000,Singapore,Singapore,SG,377.88,498.07,3.84,3.84, ema.gov.sg; emcsg.com,false,""
2022-01-08T23:00:00.000000,Singapore,Singapore,SG,377.34,497.45,3.88,3.88,emcsg.com;  ema.gov.sg,false,""
2022-01-09T00:00:00.000000,Singapore,Singapore,SG,373.5,492.9,4.64,4.64, ema.gov.sg; emcsg.com,false,""
2022-01-09T01:00:00.000000,Singapore,Singapore,SG,368.4,486.81,5.79,5.79,emcsg.com;  ema.gov.sg,false,""
2022-01-09T02:00:00.000000,Singapore,Singapore,SG,366.09,484.07,6.29,6.29, ema.gov.sg; emcsg.com,false,""
2022-01-09T03:00:00.000000,Singapore,Singapore,SG,362.14,479.33,7.3,7.3,emcsg.com;  ema.gov.sg,false,""
2022-01-09T04:00:00.000000,Singapore,Singapore,SG,360.22,477.01,7.84,7.84, ema.gov.sg; emcsg.com,false,""
2022-01-09T05:00:00.000000,Singapore,Singapore,SG,359.75,476.46,7.93,7.93,emcsg.com;  ema.gov.sg,false,""
2022-01-09T06:00:00.000000,Singapore,Singapore,SG,359.81,476.54,7.9,7.9, ema.gov.sg; emcsg.com,false,""
2022-01-09T07:00:00.000000,Singapore,Singapore,SG,361.53,478.6,7.45,7.45,emcsg.com;  ema.gov.sg,false,""
2022-01-09T08:00:00.000000,Singapore,Singapore,SG,365.12,482.91,6.52,6.52,emcsg.com;  ema.gov.sg,false,""
2022-01-09T09:00:00.000000,Singapore,Singapore,SG,370.47,489.33,5.12,5.12,emcsg.com;  ema.gov.sg,false,""
2022-01-09T10:00:00.000000,Singapore,Singapore,SG,375.38,495.24,3.76,3.76,emcsg.com;  ema.gov.sg,false,""
2022-01-09T11:00:00.000000,Singapore,Singapore,SG,376.77,496.93,3.3,3.3, ema.gov.sg; emcsg.com,false,""
2022-01-09T12:00:00.000000,Singapore,Singapore,SG,376.72,496.88,3.28,3.28,emcsg.com;  ema.gov.sg,false,""
2022-01-09T13:00:00.000000,Singapore,Singapore,SG,376.8,496.96,3.32,3.32,emcsg.com;  ema.gov.sg,false,""
2022-01-09T14:00:00.000000,Singapore,Singapore,SG,377.04,497.22,3.44,3.44,emcsg.com;  ema.gov.sg,false,""
2022-01-09T15:00:00.000000,Singapore,Singapore,SG,377.33,497.51,3.58,3.58, ema.gov.sg; emcsg.com,false,""
2022-01-09T16:00:00.000000,Singapore,Singapore,SG,377.72,497.91,3.77,3.77,emcsg.com;  ema.gov.sg,false,""
2022-01-09T17:00:00.000000,Singapore,Singapore,SG,377.91,498.1,3.86,3.86,emcsg.com;  ema.gov.sg,false,""
