Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-01T00:00:00.000000,USA,Pacificorp West,US-NW-PACW,423.65,477.26,46.73,44.48,eia.gov,false,""
2022-01-01T01:00:00.000000,USA,Pacificorp West,US-NW-PACW,414.52,467.89,47.69,45.7,eia.gov,false,""
2022-01-01T02:00:00.000000,USA,Pacificorp West,US-NW-PACW,419.15,472.63,47.3,45.18,eia.gov,false,""
2022-01-01T03:00:00.000000,USA,Pacificorp West,US-NW-PACW,427.35,481.49,46.3,44.28,eia.gov,false,""
2022-01-01T04:00:00.000000,USA,Pacificorp West,US-NW-PACW,429.61,483.79,46.06,43.91,eia.gov,false,""
2022-01-01T05:00:00.000000,USA,Pacificorp West,US-NW-PACW,438.76,493.14,45.2,43.11,eia.gov,false,""
2022-01-01T06:00:00.000000,USA,Pacificorp West,US-NW-PACW,442.65,495.88,45.83,43.69,eia.gov,false,""
2022-01-01T07:00:00.000000,USA,Pacificorp West,US-NW-PACW,447.45,500.95,45.5,43.3,eia.gov,false,""
2022-01-01T08:00:00.000000,USA,Pacificorp West,US-NW-PACW,429.24,479.85,49.23,46.6,eia.gov,false,""
2022-01-01T09:00:00.000000,USA,Pacificorp West,US-NW-PACW,429.56,480.09,49.4,46.6,eia.gov,false,""
2022-01-01T10:00:00.000000,USA,Pacificorp West,US-NW-PACW,431.67,482.18,49.25,46.65,eia.gov,false,""
2022-01-01T11:00:00.000000,USA,Pacificorp West,US-NW-PACW,431.39,482.17,49.13,46.68,eia.gov,false,""
2022-01-01T12:00:00.000000,USA,Pacificorp West,US-NW-PACW,436.16,487.33,48.54,45.95,eia.gov,false,""
2022-01-01T13:00:00.000000,USA,Pacificorp West,US-NW-PACW,418.36,468.7,50.43,48.02,eia.gov,false,""
2022-01-01T14:00:00.000000,USA,Pacificorp West,US-NW-PACW,373.33,422.08,54.93,52.32,eia.gov,false,""
2022-01-01T15:00:00.000000,USA,Pacificorp West,US-NW-PACW,393.08,442.29,53.15,50.57,eia.gov,false,""
2022-01-01T16:00:00.000000,USA,Pacificorp West,US-NW-PACW,376.87,423.99,55.66,52.82,eia.gov,false,""
2022-01-01T17:00:00.000000,USA,Pacificorp West,US-NW-PACW,371.63,418.36,56.33,53.61,eia.gov,false,""
2022-01-01T18:00:00.000000,USA,Pacificorp West,US-NW-PACW,352.32,398.39,58.25,55.29,eia.gov,false,""
2022-01-01T19:00:00.000000,USA,Pacificorp West,US-NW-PACW,339.09,384.45,59.6,56.29,eia.gov,false,""
2022-01-01T20:00:00.000000,USA,Pacificorp West,US-NW-PACW,308.62,353.21,62.3,58.63,eia.gov,false,""
2022-01-01T21:00:00.000000,USA,Pacificorp West,US-NW-PACW,323.46,368.78,60.65,57.21,eia.gov,false,""
2022-01-01T22:00:00.000000,USA,Pacificorp West,US-NW-PACW,301.22,345.92,62.74,59.37,eia.gov,false,""
2022-01-01T23:00:00.000000,USA,Pacificorp West,US-NW-PACW,295.13,339.6,63.47,59.92,eia.gov,false,""
2022-01-02T00:00:00.000000,USA,Pacificorp West,US-NW-PACW,256.73,300.75,66.65,63.28,eia.gov,false,""
