Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-02T07:00:00.000000,Singapore,Singapore,SG,364.82,483.02,4.34,4.34,emcsg.com;  ema.gov.sg,false,""
2024-01-02T08:00:00.000000,Singapore,Singapore,SG,363.41,481.1,4.82,4.82,emcsg.com;  ema.gov.sg,false,""
2024-01-02T09:00:00.000000,Singapore,Singapore,SG,367.58,486.23,3.63,3.63,emcsg.com;  ema.gov.sg,false,""
2024-01-02T10:00:00.000000,Singapore,Singapore,SG,372.84,492.56,2.24,2.24,emcsg.com;  ema.gov.sg,false,""
2024-01-02T11:00:00.000000,Singapore,Singapore,SG,373.84,493.93,1.87,1.87,emcsg.com;  ema.gov.sg,false,""
2024-01-02T12:00:00.000000,Singapore,Singapore,SG,374.3,494.3,1.95,1.95, ema.gov.sg; emcsg.com,false,""
2024-01-02T13:00:00.000000,Singapore,Singapore,SG,374.42,494.41,1.97,1.97,emcsg.com;  ema.gov.sg,false,""
2024-01-02T14:00:00.000000,Singapore,Singapore,SG,374.17,494.28,2.04,2.04, ema.gov.sg; emcsg.com,false,""
2024-01-02T15:00:00.000000,Singapore,Singapore,SG,374.55,494.64,2.17,2.17, ema.gov.sg; emcsg.com,false,""
2024-01-02T16:00:00.000000,Singapore,Singapore,SG,375.33,495.32,2.32,2.32, ema.gov.sg; emcsg.com,false,""
2024-01-02T17:00:00.000000,Singapore,Singapore,SG,375.28,495.29,2.34,2.34, ema.gov.sg; emcsg.com,false,""
2024-01-02T18:00:00.000000,Singapore,Singapore,SG,375.12,495.19,2.38,2.38,emcsg.com;  ema.gov.sg,false,""
2024-01-02T19:00:00.000000,Singapore,Singapore,SG,374.85,494.91,2.26,2.26,emcsg.com;  ema.gov.sg,false,""
2024-01-02T20:00:00.000000,Singapore,Singapore,SG,375.36,495.3,2.26,2.26, ema.gov.sg; emcsg.com,false,""
2024-01-02T21:00:00.000000,Singapore,Singapore,SG,375.0,494.99,2.19,2.19, ema.gov.sg; emcsg.com,false,""
2024-01-02T22:00:00.000000,Singapore,Singapore,SG,375.12,495.01,2.06,2.06,emcsg.com;  ema.gov.sg,false,""
2024-01-02T23:00:00.000000,Singapore,Singapore,SG,373.61,493.56,2.02,2.02,emcsg.com;  ema.gov.sg,false,""
2024-01-03T00:00:00.000000,Singapore,Singapore,SG,370.8,490.18,2.66,2.66, ema.gov.sg; emcsg.com,false,""
2024-01-03T01:00:00.000000,Singapore,Singapore,SG,367.77,486.48,3.46,3.46, ema.gov.sg; emcsg.com,false,""
2024-01-03T02:00:00.000000,Singapore,Singapore,SG,363.19,480.95,4.67,4.67,emcsg.com;  ema.gov.sg,false,""
2024-01-03T03:00:00.000000,Singapore,Singapore,SG,362.35,479.88,4.94,4.94,emcsg.com;  ema.gov.sg,false,""
2024-01-03T04:00:00.000000,Singapore,Singapore,SG,359.87,477.05,5.51,5.51, ema.gov.sg; emcsg.com,false,""
2024-01-03T05:00:00.000000,Singapore,Singapore,SG,355.23,471.62,6.61,6.61, ema.gov.sg; emcsg.com,false,""
2024-01-03T06:00:00.000000,Singapore,Singapore,SG,349.19,464.39,8.08,8.08,emcsg.com;  ema.gov.sg,false,""
2024-01-03T07:00:00.000000,Singapore,Singapore,SG,354.1,470.26,6.83,6.83, ema.gov.sg; emcsg.com,false,""
2024-01-03T08:00:00.000000,Singapore,Singapore,SG,363.7,481.46,4.5,4.5,emcsg.com;  ema.gov.sg,false,""
2024-01-03T09:00:00.000000,Singapore,Singapore,SG,369.95,489.1,2.73,2.73,emcsg.com;  ema.gov.sg,false,""
2024-01-03T10:00:00.000000,Singapore,Singapore,SG,372.29,492.04,2.05,2.05, ema.gov.sg; emcsg.com,false,""
2024-01-03T11:00:00.000000,Singapore,Singapore,SG,374.39,494.23,1.73,1.73, ema.gov.sg; emcsg.com,false,""
2024-01-03T12:00:00.000000,Singapore,Singapore,SG,373.97,493.92,1.72,1.72,emcsg.com;  ema.gov.sg,false,""
2024-01-03T13:00:00.000000,Singapore,Singapore,SG,374.34,494.28,1.85,1.85,emcsg.com;  ema.gov.sg,false,""
2024-01-03T14:00:00.000000,Singapore,Singapore,SG,374.2,494.22,1.91,1.91,emcsg.com;  ema.gov.sg,false,""
2024-01-03T15:00:00.000000,Singapore,Singapore,SG,374.07,494.17,1.99,1.99,emcsg.com;  ema.gov.sg,false,""
2024-01-03T16:00:00.000000,Singapore,Singapore,SG,374.9,494.88,2.13,2.13, ema.gov.sg; emcsg.com,false,""
2024-01-03T17:00:00.000000,Singapore,Singapore,SG,375.17,495.12,2.18,2.18,emcsg.com;  ema.gov.sg,false,""
2024-01-03T18:00:00.000000,Singapore,Singapore,SG,375.01,495.01,2.21,2.21, ema.gov.sg; emcsg.com,false,""
2024-01-03T19:00:00.000000,Singapore,Singapore,SG,374.82,494.88,2.24,2.24,emcsg.com;  ema.gov.sg,false,""
2024-01-03T20:00:00.000000,Singapore,Singapore,SG,374.84,494.89,2.23,2.23,emcsg.com;  ema.gov.sg,false,""
2024-01-03T21:00:00.000000,Singapore,Singapore,SG,375.12,495.07,2.16,2.16, ema.gov.sg; emcsg.com,false,""
2024-01-03T22:00:00.000000,Singapore,Singapore,SG,374.18,494.29,2.04,2.04, ema.gov.sg; emcsg.com,false,""
2024-01-03T23:00:00.000000,Singapore,Singapore,SG,372.27,492.02,2.35,2.35, ema.gov.sg; emcsg.com,false,""
2024-01-04T00:00:00.000000,Singapore,Singapore,SG,373.79,493.63,1.97,1.97, ema.gov.sg; emcsg.com,false,""
2024-01-04T01:00:00.000000,Singapore,Singapore,SG,373.67,493.49,1.96,1.96, ema.gov.sg; emcsg.com,false,""
2024-01-04T02:00:00.000000,Singapore,Singapore,SG,373.61,493.38,1.97,1.97,emcsg.com;  ema.gov.sg,false,""
2024-01-04T03:00:00.000000,Singapore,Singapore,SG,372.87,492.6,2.1,2.1, ema.gov.sg; emcsg.com,false,""
2024-01-04T04:00:00.000000,Singapore,Singapore,SG,363.44,481.48,4.48,4.48, ema.gov.sg; emcsg.com,false,""
2024-01-04T05:00:00.000000,Singapore,Singapore,SG,365.33,483.63,4.05,4.05,emcsg.com;  ema.gov.sg,false,""
2024-01-04T06:00:00.000000,Singapore,Singapore,SG,368.0,486.86,3.31,3.31,emcsg.com;  ema.gov.sg,false,""
2024-01-04T07:00:00.000000,Singapore,Singapore,SG,366.87,485.55,3.55,3.55, ema.gov.sg; emcsg.com,false,""
2024-01-04T08:00:00.000000,Singapore,Singapore,SG,368.96,488.09,3.08,3.08, ema.gov.sg; emcsg.com,false,""
2024-01-04T09:00:00.000000,Singapore,Singapore,SG,372.57,492.23,2.25,2.25,emcsg.com;  ema.gov.sg,false,""
2024-01-04T10:00:00.000000,Singapore,Singapore,SG,373.23,493.21,1.97,1.97,emcsg.com;  ema.gov.sg,false,""
2024-01-04T11:00:00.000000,Singapore,Singapore,SG,374.02,494.05,1.86,1.86,emcsg.com;  ema.gov.sg,false,""
2024-01-04T12:00:00.000000,Singapore,Singapore,SG,373.93,494.0,1.88,1.88,emcsg.com;  ema.gov.sg,false,""
2024-01-04T13:00:00.000000,Singapore,Singapore,SG,373.91,494.0,1.91,1.91, ema.gov.sg; emcsg.com,false,""
2024-01-04T14:00:00.000000,Singapore,Singapore,SG,374.01,494.1,1.94,1.94,emcsg.com;  ema.gov.sg,false,""
2024-01-04T15:00:00.000000,Singapore,Singapore,SG,373.94,494.04,1.92,1.92,emcsg.com;  ema.gov.sg,false,""
2024-01-04T16:00:00.000000,Singapore,Singapore,SG,374.21,494.31,2.05,2.05, ema.gov.sg; emcsg.com,false,""
2024-01-04T17:00:00.000000,Singapore,Singapore,SG,374.37,494.48,2.13,2.13,emcsg.com;  ema.gov.sg,false,""
2024-01-04T18:00:00.000000,Singapore,Singapore,SG,374.87,494.9,2.18,2.18,emcsg.com;  ema.gov.sg,false,""
2024-01-04T19:00:00.000000,Singapore,Singapore,SG,374.73,494.79,2.19,2.19,emcsg.com;  ema.gov.sg,false,""
2024-01-04T20:00:00.000000,Singapore,Singapore,SG,375.47,495.38,2.19,2.19, ema.gov.sg; emcsg.com,false,""
2024-01-04T21:00:00.000000,Singapore,Singapore,SG,374.58,494.62,2.09,2.09,emcsg.com;  ema.gov.sg,false,""
2024-01-04T22:00:00.000000,Singapore,Singapore,SG,374.6,494.6,2.0,2.0, ema.gov.sg; emcsg.com,false,""
2024-01-04T23:00:00.000000,Singapore,Singapore,SG,372.92,492.83,2.07,2.07,emcsg.com;  ema.gov.sg,false,""
2024-01-05T00:00:00.000000,Singapore,Singapore,SG,366.14,484.73,3.7,3.7, ema.gov.sg; emcsg.com,false,""
2024-01-05T01:00:00.000000,Singapore,Singapore,SG,362.97,480.91,4.52,4.52, ema.gov.sg; emcsg.com,false,""
2024-01-05T02:00:00.000000,Singapore,Singapore,SG,362.78,480.67,4.55,4.55,emcsg.com;  ema.gov.sg,false,""
2024-01-05T03:00:00.000000,Singapore,Singapore,SG,353.98,470.14,6.85,6.85,emcsg.com;  ema.gov.sg,false,""
2024-01-05T04:00:00.000000,Singapore,Singapore,SG,350.62,465.89,7.95,7.95,emcsg.com;  ema.gov.sg,false,""
2024-01-05T05:00:00.000000,Singapore,Singapore,SG,359.4,476.26,5.72,5.72,emcsg.com;  ema.gov.sg,false,""
2024-01-05T06:00:00.000000,Singapore,Singapore,SG,357.28,474.11,5.95,5.95,emcsg.com;  ema.gov.sg,false,""
2024-01-05T07:00:00.000000,Singapore,Singapore,SG,358.52,475.51,5.87,5.87, ema.gov.sg; emcsg.com,false,""
2024-01-05T08:00:00.000000,Singapore,Singapore,SG,356.29,472.87,6.41,6.41,emcsg.com;  ema.gov.sg,false,""
2024-01-05T09:00:00.000000,Singapore,Singapore,SG,365.99,484.25,4.05,4.05,emcsg.com;  ema.gov.sg,false,""
2024-01-05T10:00:00.000000,Singapore,Singapore,SG,370.54,489.93,2.71,2.71, ema.gov.sg; emcsg.com,false,""
2024-01-05T11:00:00.000000,Singapore,Singapore,SG,374.08,494.09,1.84,1.84, ema.gov.sg; emcsg.com,false,""
2024-01-05T12:00:00.000000,Singapore,Singapore,SG,373.88,493.94,1.84,1.84, ema.gov.sg; emcsg.com,false,""
2024-01-05T13:00:00.000000,Singapore,Singapore,SG,373.89,493.98,1.9,1.9, ema.gov.sg; emcsg.com,false,""
2024-01-05T14:00:00.000000,Singapore,Singapore,SG,374.34,494.36,1.98,1.98,emcsg.com;  ema.gov.sg,false,""
2024-01-05T15:00:00.000000,Singapore,Singapore,SG,374.6,494.6,2.04,2.04,emcsg.com;  ema.gov.sg,false,""
2024-01-05T16:00:00.000000,Singapore,Singapore,SG,374.51,494.59,2.14,2.14,emcsg.com;  ema.gov.sg,false,""
2024-01-05T17:00:00.000000,Singapore,Singapore,SG,374.64,494.74,2.23,2.23, ema.gov.sg; emcsg.com,false,""
2024-01-05T18:00:00.000000,Singapore,Singapore,SG,374.67,494.78,2.28,2.28,emcsg.com;  ema.gov.sg,false,""
2024-01-05T19:00:00.000000,Singapore,Singapore,SG,374.87,494.96,2.3,2.3, ema.gov.sg; emcsg.com,false,""
2024-01-05T20:00:00.000000,Singapore,Singapore,SG,374.98,495.04,2.31,2.31,emcsg.com;  ema.gov.sg,false,""
2024-01-05T21:00:00.000000,Singapore,Singapore,SG,374.97,495.02,2.28,2.28, ema.gov.sg; emcsg.com,false,""
2024-01-05T22:00:00.000000,Singapore,Singapore,SG,375.1,495.1,2.22,2.22,emcsg.com;  ema.gov.sg,false,""
2024-01-05T23:00:00.000000,Singapore,Singapore,SG,373.54,493.36,2.46,2.46,emcsg.com;  ema.gov.sg,false,""
2024-01-06T00:00:00.000000,Singapore,Singapore,SG,365.63,483.98,4.34,4.34, ema.gov.sg; emcsg.com,false,""
2024-01-06T01:00:00.000000,Singapore,Singapore,SG,356.8,473.23,6.71,6.71,emcsg.com;  ema.gov.sg,false,""
2024-01-06T02:00:00.000000,Singapore,Singapore,SG,352.6,468.24,7.71,7.71,emcsg.com;  ema.gov.sg,false,""
2024-01-06T03:00:00.000000,Singapore,Singapore,SG,353.83,469.55,7.52,7.52,emcsg.com;  ema.gov.sg,false,""
2024-01-06T04:00:00.000000,Singapore,Singapore,SG,346.17,460.66,9.31,9.31,emcsg.com;  ema.gov.sg,false,""
2024-01-06T05:00:00.000000,Singapore,Singapore,SG,344.31,458.42,9.81,9.81,emcsg.com;  ema.gov.sg,false,""
2024-01-06T06:00:00.000000,Singapore,Singapore,SG,357.99,474.47,6.52,6.52,emcsg.com;  ema.gov.sg,false,""
2024-01-06T07:00:00.000000,Singapore,Singapore,SG,359.36,476.16,6.08,6.08,emcsg.com;  ema.gov.sg,false,""
2024-01-06T08:00:00.000000,Singapore,Singapore,SG,361.73,479.35,5.22,5.22,emcsg.com;  ema.gov.sg,false,""
2024-01-06T09:00:00.000000,Singapore,Singapore,SG,367.81,486.47,3.75,3.75,emcsg.com;  ema.gov.sg,false,""
2024-01-06T10:00:00.000000,Singapore,Singapore,SG,372.9,492.43,2.49,2.49,emcsg.com;  ema.gov.sg,false,""
2024-01-06T11:00:00.000000,Singapore,Singapore,SG,374.82,494.7,1.97,1.97, ema.gov.sg; emcsg.com,false,""
2024-01-06T12:00:00.000000,Singapore,Singapore,SG,374.49,494.45,1.96,1.96,emcsg.com;  ema.gov.sg,false,""
2024-01-06T13:00:00.000000,Singapore,Singapore,SG,374.82,494.7,1.99,1.99,emcsg.com;  ema.gov.sg,false,""
2024-01-06T14:00:00.000000,Singapore,Singapore,SG,374.61,494.57,2.04,2.04,emcsg.com;  ema.gov.sg,false,""
2024-01-06T15:00:00.000000,Singapore,Singapore,SG,374.64,494.64,2.1,2.1, ema.gov.sg; emcsg.com,false,""
2024-01-06T16:00:00.000000,Singapore,Singapore,SG,375.02,494.96,2.2,2.2, ema.gov.sg; emcsg.com,false,""
2024-01-06T17:00:00.000000,Singapore,Singapore,SG,374.84,494.84,2.19,2.19,emcsg.com;  ema.gov.sg,false,""
2024-01-06T18:00:00.000000,Singapore,Singapore,SG,375.19,495.14,2.27,2.27,emcsg.com;  ema.gov.sg,false,""
2024-01-06T19:00:00.000000,Singapore,Singapore,SG,375.86,495.66,2.35,2.35,emcsg.com;  ema.gov.sg,false,""
2024-01-06T20:00:00.000000,Singapore,Singapore,SG,375.74,495.58,2.35,2.35, ema.gov.sg; emcsg.com,false,""
2024-01-06T21:00:00.000000,Singapore,Singapore,SG,374.83,494.89,2.27,2.27,emcsg.com;  ema.gov.sg,false,""
2024-01-06T22:00:00.000000,Singapore,Singapore,SG,374.98,494.96,2.23,2.23,emcsg.com;  ema.gov.sg,false,""
2024-01-06T23:00:00.000000,Singapore,Singapore,SG,374.43,494.4,2.26,2.26,emcsg.com;  ema.gov.sg,false,""
2024-01-07T00:00:00.000000,Singapore,Singapore,SG,373.83,493.55,2.43,2.43,emcsg.com;  ema.gov.sg,false,""
2024-01-07T01:00:00.000000,Singapore,Singapore,SG,374.49,494.13,2.32,2.32, ema.gov.sg; emcsg.com,false,""
2024-01-07T02:00:00.000000,Singapore,Singapore,SG,374.01,493.76,2.25,2.25, ema.gov.sg; emcsg.com,false,""
2024-01-07T03:00:00.000000,Singapore,Singapore,SG,373.08,492.83,2.16,2.16,emcsg.com;  ema.gov.sg,false,""
2024-01-07T04:00:00.000000,Singapore,Singapore,SG,370.09,489.13,3.02,3.02,emcsg.com;  ema.gov.sg,false,""
2024-01-07T05:00:00.000000,Singapore,Singapore,SG,367.11,485.87,3.57,3.57,emcsg.com;  ema.gov.sg,false,""
2024-01-07T06:00:00.000000,Singapore,Singapore,SG,372.03,491.6,2.53,2.53,emcsg.com;  ema.gov.sg,false,""
2024-01-07T07:00:00.000000,Singapore,Singapore,SG,372.03,491.66,2.48,2.48, ema.gov.sg; emcsg.com,false,""
2024-01-07T08:00:00.000000,Singapore,Singapore,SG,372.34,492.01,2.41,2.41, ema.gov.sg; emcsg.com,false,""
2024-01-07T09:00:00.000000,Singapore,Singapore,SG,372.69,492.53,2.23,2.23,emcsg.com;  ema.gov.sg,false,""
2024-01-07T10:00:00.000000,Singapore,Singapore,SG,373.18,493.11,2.08,2.08,emcsg.com;  ema.gov.sg,false,""
2024-01-07T11:00:00.000000,Singapore,Singapore,SG,373.93,493.99,1.87,1.87, ema.gov.sg; emcsg.com,false,""
2024-01-07T12:00:00.000000,Singapore,Singapore,SG,374.19,494.17,1.88,1.88,emcsg.com;  ema.gov.sg,false,""
2024-01-07T13:00:00.000000,Singapore,Singapore,SG,374.19,494.19,1.91,1.91,emcsg.com;  ema.gov.sg,false,""
2024-01-07T14:00:00.000000,Singapore,Singapore,SG,374.07,494.14,1.95,1.95, ema.gov.sg; emcsg.com,false,""
2024-01-07T15:00:00.000000,Singapore,Singapore,SG,374.15,494.25,2.03,2.03, ema.gov.sg; emcsg.com,false,""
2024-01-07T16:00:00.000000,Singapore,Singapore,SG,374.25,494.35,2.07,2.07,emcsg.com;  ema.gov.sg,false,""
2024-01-07T17:00:00.000000,Singapore,Singapore,SG,374.48,494.59,2.19,2.19,emcsg.com;  ema.gov.sg,false,""
2024-01-07T18:00:00.000000,Singapore,Singapore,SG,374.55,494.67,2.22,2.22,emcsg.com;  ema.gov.sg,false,""
2024-01-07T19:00:00.000000,Singapore,Singapore,SG,374.62,494.73,2.25,2.25, ema.gov.sg; emcsg.com,false,""
2024-01-07T20:00:00.000000,Singapore,Singapore,SG,373.93,494.02,1.92,1.92,emcsg.com;  ema.gov.sg,false,""
2024-01-07T21:00:00.000000,Singapore,Singapore,SG,374.41,494.52,2.15,2.15, ema.gov.sg; emcsg.com,false,""
2024-01-07T22:00:00.000000,Singapore,Singapore,SG,374.7,494.68,2.03,2.03, ema.gov.sg; emcsg.com,false,""
2024-01-07T23:00:00.000000,Singapore,Singapore,SG,373.74,493.79,1.98,1.98,emcsg.com;  ema.gov.sg,false,""
2024-01-08T00:00:00.000000,Singapore,Singapore,SG,367.06,485.82,3.53,3.53, ema.gov.sg; emcsg.com,false,""
2024-01-08T01:00:00.000000,Singapore,Singapore,SG,364.86,483.08,4.13,4.13, ema.gov.sg; emcsg.com,false,""
2024-01-08T02:00:00.000000,Singapore,Singapore,SG,358.65,475.74,5.64,5.64,emcsg.com;  ema.gov.sg,false,""
2024-01-08T03:00:00.000000,Singapore,Singapore,SG,348.18,463.16,8.44,8.44,emcsg.com;  ema.gov.sg,false,""
2024-01-08T04:00:00.000000,Singapore,Singapore,SG,345.73,460.07,9.26,9.26, ema.gov.sg; emcsg.com,false,""
2024-01-08T05:00:00.000000,Singapore,Singapore,SG,349.97,464.81,8.36,8.36, ema.gov.sg; emcsg.com,false,""
2024-01-08T06:00:00.000000,Singapore,Singapore,SG,359.09,475.86,5.83,5.83,emcsg.com;  ema.gov.sg,false,""
2024-01-08T07:00:00.000000,Singapore,Singapore,SG,360.87,478.24,5.12,5.12, ema.gov.sg; emcsg.com,false,""
2024-01-08T08:00:00.000000,Singapore,Singapore,SG,365.57,484.04,3.75,3.75,emcsg.com;  ema.gov.sg,false,""
2024-01-08T09:00:00.000000,Singapore,Singapore,SG,366.09,484.7,3.6,3.6,emcsg.com;  ema.gov.sg,false,""
2024-01-08T10:00:00.000000,Singapore,Singapore,SG,371.22,490.83,2.31,2.31,emcsg.com;  ema.gov.sg,false,""
2024-01-08T11:00:00.000000,Singapore,Singapore,SG,373.12,493.13,1.78,1.78, ema.gov.sg; emcsg.com,false,""
2024-01-08T12:00:00.000000,Singapore,Singapore,SG,373.73,493.76,1.72,1.72, ema.gov.sg; emcsg.com,false,""
2024-01-08T13:00:00.000000,Singapore,Singapore,SG,373.82,493.86,1.77,1.77, ema.gov.sg; emcsg.com,false,""
2024-01-08T14:00:00.000000,Singapore,Singapore,SG,374.06,494.09,1.87,1.87, ema.gov.sg; emcsg.com,false,""
2024-01-08T15:00:00.000000,Singapore,Singapore,SG,374.02,494.12,1.96,1.96,emcsg.com;  ema.gov.sg,false,""
2024-01-08T16:00:00.000000,Singapore,Singapore,SG,374.76,494.74,2.11,2.11,emcsg.com;  ema.gov.sg,false,""
2024-01-08T17:00:00.000000,Singapore,Singapore,SG,374.99,494.94,2.15,2.15, ema.gov.sg; emcsg.com,false,""
2024-01-08T18:00:00.000000,Singapore,Singapore,SG,375.44,495.31,2.2,2.2, ema.gov.sg; emcsg.com,false,""
2024-01-08T19:00:00.000000,Singapore,Singapore,SG,375.28,495.2,2.21,2.21,emcsg.com;  ema.gov.sg,false,""
2024-01-08T20:00:00.000000,Singapore,Singapore,SG,375.63,495.47,2.21,2.21,emcsg.com;  ema.gov.sg,false,""
2024-01-08T21:00:00.000000,Singapore,Singapore,SG,375.26,495.16,2.14,2.14, ema.gov.sg; emcsg.com,false,""
2024-01-08T22:00:00.000000,Singapore,Singapore,SG,374.78,494.7,1.98,1.98, ema.gov.sg; emcsg.com,false,""
2024-01-08T23:00:00.000000,Singapore,Singapore,SG,372.59,492.36,2.2,2.2,emcsg.com;  ema.gov.sg,false,""
2024-01-09T00:00:00.000000,Singapore,Singapore,SG,372.43,491.98,2.26,2.26, ema.gov.sg; emcsg.com,false,""
2024-01-09T01:00:00.000000,Singapore,Singapore,SG,371.76,491.42,2.21,2.21, ema.gov.sg; emcsg.com,false,""
2024-01-09T02:00:00.000000,Singapore,Singapore,SG,363.76,481.89,4.26,4.26, ema.gov.sg; emcsg.com,false,""
2024-01-09T03:00:00.000000,Singapore,Singapore,SG,353.51,469.56,7.02,7.02,emcsg.com;  ema.gov.sg,false,""
2024-01-09T04:00:00.000000,Singapore,Singapore,SG,341.7,455.36,10.19,10.19,emcsg.com;  ema.gov.sg,false,""
2024-01-09T05:00:00.000000,Singapore,Singapore,SG,341.12,454.67,10.31,10.31,emcsg.com;  ema.gov.sg,false,""
2024-01-09T06:00:00.000000,Singapore,Singapore,SG,348.52,463.47,8.45,8.45,emcsg.com;  ema.gov.sg,false,""
2024-01-09T07:00:00.000000,Singapore,Singapore,SG,352.85,468.5,7.38,7.38,emcsg.com;  ema.gov.sg,false,""
2024-01-09T08:00:00.000000,Singapore,Singapore,SG,356.31,472.94,6.24,6.24, ema.gov.sg; emcsg.com,false,""
2024-01-09T09:00:00.000000,Singapore,Singapore,SG,361.9,479.52,4.84,4.84,emcsg.com;  ema.gov.sg,false,""
2024-01-09T10:00:00.000000,Singapore,Singapore,SG,370.34,489.7,2.6,2.6,emcsg.com;  ema.gov.sg,false,""
2024-01-09T11:00:00.000000,Singapore,Singapore,SG,373.65,493.7,1.71,1.71,emcsg.com;  ema.gov.sg,false,""
2024-01-09T12:00:00.000000,Singapore,Singapore,SG,373.71,493.65,1.58,1.58, ema.gov.sg; emcsg.com,false,""
2024-01-09T13:00:00.000000,Singapore,Singapore,SG,373.69,493.67,1.63,1.63, ema.gov.sg; emcsg.com,false,""
2024-01-09T14:00:00.000000,Singapore,Singapore,SG,373.67,493.69,1.68,1.68,emcsg.com;  ema.gov.sg,false,""
2024-01-09T15:00:00.000000,Singapore,Singapore,SG,373.56,493.64,1.73,1.73,emcsg.com;  ema.gov.sg,false,""
2024-01-09T16:00:00.000000,Singapore,Singapore,SG,374.34,494.31,1.89,1.89,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
