Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-01T00:00:00.000000,Sweden,Sweden,SE,6.17,32.29,99.31,69.28,entsoe.eu,false,""
2022-01-01T01:00:00.000000,Sweden,Sweden,SE,3.14,27.92,99.7,68.29,entsoe.eu,false,""
2022-01-01T02:00:00.000000,Sweden,Sweden,SE,3.32,28.01,99.68,68.07,entsoe.eu,false,""
2022-01-01T03:00:00.000000,Sweden,Sweden,SE,6.05,32.28,99.33,66.91,entsoe.eu,false,""
2022-01-01T04:00:00.000000,Sweden,Sweden,SE,3.4,28.66,99.68,67.17,entsoe.eu,false,""
2022-01-01T05:00:00.000000,Sweden,Sweden,SE,5.25,31.65,99.44,67.44,entsoe.eu,false,""
2022-01-01T06:00:00.000000,Sweden,Sweden,SE,7.28,35.03,99.16,67.82,entsoe.eu,false,""
2022-01-01T07:00:00.000000,Sweden,Sweden,SE,5.18,32.68,99.46,68.86,entsoe.eu,false,""
2022-01-01T08:00:00.000000,Sweden,Sweden,SE,2.49,28.94,99.82,68.67,entsoe.eu,false,""
2022-01-01T09:00:00.000000,Sweden,Sweden,SE,7.64,35.2,99.15,68.09,entsoe.eu,false,""
2022-01-01T10:00:00.000000,Sweden,Sweden,SE,21.3,50.28,98.0,66.85,entsoe.eu,false,""
2022-01-01T11:00:00.000000,Sweden,Sweden,SE,27.53,57.22,97.01,65.43,entsoe.eu,false,""
2022-01-01T12:00:00.000000,Sweden,Sweden,SE,30.59,60.69,96.52,64.52,entsoe.eu,false,""
2022-01-01T13:00:00.000000,Sweden,Sweden,SE,22.2,51.08,97.88,65.26,entsoe.eu,false,""
2022-01-01T14:00:00.000000,Sweden,Sweden,SE,22.26,51.57,97.87,66.11,entsoe.eu,false,""
2022-01-01T15:00:00.000000,Sweden,Sweden,SE,24.92,54.71,97.54,66.83,entsoe.eu,false,""
2022-01-01T16:00:00.000000,Sweden,Sweden,SE,13.52,42.84,98.45,68.53,entsoe.eu,false,""
2022-01-01T17:00:00.000000,Sweden,Sweden,SE,12.62,40.87,98.41,69.63,entsoe.eu,false,""
2022-01-01T18:00:00.000000,Sweden,Sweden,SE,11.31,39.47,98.62,70.2,entsoe.eu,false,""
2022-01-01T19:00:00.000000,Sweden,Sweden,SE,6.28,33.26,99.29,70.99,entsoe.eu,false,""
2022-01-01T20:00:00.000000,Sweden,Sweden,SE,3.17,28.85,99.71,71.21,entsoe.eu,false,""
2022-01-01T21:00:00.000000,Sweden,Sweden,SE,2.36,27.5,99.82,71.14,entsoe.eu,false,""
2022-01-01T22:00:00.000000,Sweden,Sweden,SE,2.01,26.02,99.86,71.18,entsoe.eu,false,""
2022-01-01T23:00:00.000000,Sweden,Sweden,SE,1.96,25.41,99.86,69.91,entsoe.eu,false,""
2022-01-02T00:00:00.000000,Sweden,Sweden,SE,2.0,25.22,99.85,68.89,entsoe.eu,false,""
2022-01-02T01:00:00.000000,Sweden,Sweden,SE,1.88,24.71,99.86,68.68,entsoe.eu,false,""
2022-01-02T02:00:00.000000,Sweden,Sweden,SE,3.82,27.97,99.59,67.16,entsoe.eu,false,""
2022-01-02T03:00:00.000000,Sweden,Sweden,SE,6.19,31.73,99.28,66.62,entsoe.eu,false,""
2022-01-02T04:00:00.000000,Sweden,Sweden,SE,7.87,33.92,99.04,66.47,entsoe.eu,false,""
2022-01-02T05:00:00.000000,Sweden,Sweden,SE,9.91,36.35,98.77,66.81,entsoe.eu,false,""
2022-01-02T06:00:00.000000,Sweden,Sweden,SE,7.35,33.19,99.11,68.4,entsoe.eu,false,""
2022-01-02T07:00:00.000000,Sweden,Sweden,SE,7.06,33.1,99.16,69.19,entsoe.eu,false,""
2022-01-02T08:00:00.000000,Sweden,Sweden,SE,6.02,32.04,99.34,70.38,entsoe.eu,false,""
2022-01-02T09:00:00.000000,Sweden,Sweden,SE,5.36,31.47,99.43,69.9,entsoe.eu,false,""
2022-01-02T10:00:00.000000,Sweden,Sweden,SE,4.6,30.78,99.53,69.38,entsoe.eu,false,""
2022-01-02T11:00:00.000000,Sweden,Sweden,SE,4.09,30.28,99.6,69.52,entsoe.eu,false,""
2022-01-02T12:00:00.000000,Sweden,Sweden,SE,2.37,28.0,99.83,69.27,entsoe.eu,false,""
2022-01-02T13:00:00.000000,Sweden,Sweden,SE,3.92,29.77,99.64,69.14,entsoe.eu,false,""
2022-01-02T14:00:00.000000,Sweden,Sweden,SE,4.31,29.93,99.59,68.73,entsoe.eu,false,""
2022-01-02T15:00:00.000000,Sweden,Sweden,SE,5.1,31.58,99.49,68.69,entsoe.eu,false,""
2022-01-02T16:00:00.000000,Sweden,Sweden,SE,5.4,32.15,99.45,68.75,entsoe.eu,false,""
2022-01-02T17:00:00.000000,Sweden,Sweden,SE,6.09,33.13,99.36,68.86,entsoe.eu,false,""
2022-01-02T18:00:00.000000,Sweden,Sweden,SE,7.57,35.42,99.15,69.06,entsoe.eu,false,""
2022-01-02T19:00:00.000000,Sweden,Sweden,SE,7.12,34.36,99.19,68.34,entsoe.eu,false,""
2022-01-02T20:00:00.000000,Sweden,Sweden,SE,5.82,33.01,99.37,66.86,entsoe.eu,false,""
2022-01-02T21:00:00.000000,Sweden,Sweden,SE,4.97,31.48,99.47,67.22,entsoe.eu,false,""
2022-01-02T22:00:00.000000,Sweden,Sweden,SE,9.02,37.56,98.9,64.38,entsoe.eu,false,""
2022-01-02T23:00:00.000000,Sweden,Sweden,SE,30.46,62.44,96.55,61.59,entsoe.eu,false,""
2022-01-03T00:00:00.000000,Sweden,Sweden,SE,34.4,66.8,96.14,60.13,entsoe.eu,false,""
2022-01-03T01:00:00.000000,Sweden,Sweden,SE,36.09,69.06,95.93,59.63,entsoe.eu,false,""
2022-01-03T02:00:00.000000,Sweden,Sweden,SE,35.74,68.56,96.0,59.34,entsoe.eu,false,""
2022-01-03T03:00:00.000000,Sweden,Sweden,SE,36.7,69.35,95.9,61.1,entsoe.eu,false,""
2022-01-03T04:00:00.000000,Sweden,Sweden,SE,21.72,53.78,97.37,63.53,entsoe.eu,false,""
2022-01-03T05:00:00.000000,Sweden,Sweden,SE,10.78,39.58,98.65,67.13,entsoe.eu,false,""
2022-01-03T06:00:00.000000,Sweden,Sweden,SE,5.77,33.6,99.37,69.63,entsoe.eu,false,""
2022-01-03T07:00:00.000000,Sweden,Sweden,SE,5.94,33.46,99.35,69.86,entsoe.eu,false,""
2022-01-03T08:00:00.000000,Sweden,Sweden,SE,7.75,35.31,99.12,70.38,entsoe.eu,false,""
2022-01-03T09:00:00.000000,Sweden,Sweden,SE,7.33,35.06,99.19,70.1,entsoe.eu,false,""
2022-01-03T10:00:00.000000,Sweden,Sweden,SE,5.37,32.66,99.42,70.41,entsoe.eu,false,""
