Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-01T00:00:00.000000,Japan,Japan,JP,387.98,469.71,29.19,20.68,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T01:00:00.000000,Japan,Japan,JP,342.39,419.95,37.52,28.73,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T02:00:00.000000,Japan,Japan,JP,288.15,359.85,47.46,37.99,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T03:00:00.000000,Japan,Japan,JP,289.34,361.04,47.24,37.5,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T04:00:00.000000,Japan,Japan,JP,299.66,372.31,45.34,35.36,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T05:00:00.000000,Japan,Japan,JP,328.76,404.41,40.02,29.96,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T06:00:00.000000,Japan,Japan,JP,373.53,454.02,31.85,22.12,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T07:00:00.000000,Japan,Japan,JP,420.26,505.97,23.35,14.2,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T08:00:00.000000,Japan,Japan,JP,438.21,526.22,20.1,11.77,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T09:00:00.000000,Japan,Japan,JP,440.03,528.36,19.76,11.67,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T10:00:00.000000,Japan,Japan,JP,440.68,529.15,19.65,11.56,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T11:00:00.000000,Japan,Japan,JP,441.43,530.0,19.5,11.43,,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01T12:00:00.000000,Japan,Japan,JP,441.25,529.82,19.54,11.37,,true,ESTIMATED_MODE_BREAKDOWN
