Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01T00:00:00.000000,Sweden,Sweden,SE,13.12,34.72,98.39,60.14,entsoe.eu,false,""
2023-01-01T01:00:00.000000,Sweden,Sweden,SE,15.19,37.43,98.09,60.33,entsoe.eu,false,""
2023-01-01T02:00:00.000000,Sweden,Sweden,SE,15.43,37.8,98.05,60.39,entsoe.eu,false,""
2023-01-01T03:00:00.000000,Sweden,Sweden,SE,14.35,36.63,98.2,59.68,entsoe.eu,false,""
2023-01-01T04:00:00.000000,Sweden,Sweden,SE,13.29,35.32,98.35,59.97,entsoe.eu,false,""
2023-01-01T05:00:00.000000,Sweden,Sweden,SE,12.22,33.88,98.49,59.8,entsoe.eu,false,""
2023-01-01T06:00:00.000000,Sweden,Sweden,SE,12.59,34.47,98.44,60.59,entsoe.eu,false,""
2023-01-01T07:00:00.000000,Sweden,Sweden,SE,14.13,36.83,98.24,61.63,entsoe.eu,false,""
2023-01-01T08:00:00.000000,Sweden,Sweden,SE,14.71,37.96,98.18,63.08,entsoe.eu,false,""
2023-01-01T09:00:00.000000,Sweden,Sweden,SE,20.91,44.86,97.55,63.91,entsoe.eu,false,""
2023-01-01T10:00:00.000000,Sweden,Sweden,SE,24.44,48.59,97.19,63.09,entsoe.eu,false,""
2023-01-01T11:00:00.000000,Sweden,Sweden,SE,23.32,48.16,97.27,63.77,entsoe.eu,false,""
2023-01-01T12:00:00.000000,Sweden,Sweden,SE,28.7,54.25,96.71,63.47,entsoe.eu,false,""
2023-01-01T13:00:00.000000,Sweden,Sweden,SE,23.22,48.44,97.34,64.99,entsoe.eu,false,""
2023-01-01T14:00:00.000000,Sweden,Sweden,SE,15.87,40.8,98.19,66.01,entsoe.eu,false,""
2023-01-01T15:00:00.000000,Sweden,Sweden,SE,5.26,27.56,99.4,67.92,entsoe.eu,false,""
2023-01-01T16:00:00.000000,Sweden,Sweden,SE,5.57,27.7,99.34,68.79,entsoe.eu,false,""
2023-01-01T17:00:00.000000,Sweden,Sweden,SE,5.73,26.37,99.31,69.51,entsoe.eu,false,""
2023-01-01T18:00:00.000000,Sweden,Sweden,SE,6.75,27.55,99.18,69.53,entsoe.eu,false,""
2023-01-01T19:00:00.000000,Sweden,Sweden,SE,7.43,27.87,99.06,68.97,entsoe.eu,false,""
2023-01-01T20:00:00.000000,Sweden,Sweden,SE,5.11,25.19,99.39,68.18,entsoe.eu,false,""
2023-01-01T21:00:00.000000,Sweden,Sweden,SE,5.78,26.14,99.28,68.61,entsoe.eu,false,""
2023-01-01T22:00:00.000000,Sweden,Sweden,SE,7.06,27.65,99.11,67.4,entsoe.eu,false,""
2023-01-01T23:00:00.000000,Sweden,Sweden,SE,6.64,27.48,99.15,66.41,entsoe.eu,false,""
2023-01-02T00:00:00.000000,Sweden,Sweden,SE,8.0,29.64,98.99,65.27,entsoe.eu,false,""
2023-01-02T01:00:00.000000,Sweden,Sweden,SE,9.52,31.62,98.81,65.01,entsoe.eu,false,""
2023-01-02T02:00:00.000000,Sweden,Sweden,SE,9.22,31.45,98.84,64.74,entsoe.eu,false,""
2023-01-02T03:00:00.000000,Sweden,Sweden,SE,10.19,32.71,98.72,64.66,entsoe.eu,false,""
2023-01-02T04:00:00.000000,Sweden,Sweden,SE,8.39,30.46,98.99,67.13,entsoe.eu,false,""
2023-01-02T05:00:00.000000,Sweden,Sweden,SE,9.1,32.15,98.92,68.45,entsoe.eu,false,""
2023-01-02T06:00:00.000000,Sweden,Sweden,SE,5.06,27.55,99.43,69.58,entsoe.eu,false,""
2023-01-02T07:00:00.000000,Sweden,Sweden,SE,3.62,26.46,99.61,70.49,entsoe.eu,false,""
2023-01-02T08:00:00.000000,Sweden,Sweden,SE,12.66,36.38,98.54,71.18,entsoe.eu,false,""
2023-01-02T09:00:00.000000,Sweden,Sweden,SE,16.16,40.75,98.14,70.6,entsoe.eu,false,""
2023-01-02T10:00:00.000000,Sweden,Sweden,SE,16.35,41.17,98.23,70.12,entsoe.eu,false,""
2023-01-02T11:00:00.000000,Sweden,Sweden,SE,15.01,40.06,98.26,70.76,entsoe.eu,false,""
2023-01-02T12:00:00.000000,Sweden,Sweden,SE,21.68,47.63,97.51,70.51,entsoe.eu,false,""
2023-01-02T13:00:00.000000,Sweden,Sweden,SE,19.79,45.13,97.72,70.94,entsoe.eu,false,""
2023-01-02T14:00:00.000000,Sweden,Sweden,SE,10.94,36.19,98.55,71.54,entsoe.eu,false,""
2023-01-02T15:00:00.000000,Sweden,Sweden,SE,13.02,38.83,98.26,71.42,entsoe.eu,false,""
2023-01-02T16:00:00.000000,Sweden,Sweden,SE,10.75,35.79,98.57,72.49,entsoe.eu,false,""
2023-01-02T17:00:00.000000,Sweden,Sweden,SE,2.69,26.13,99.71,72.6,entsoe.eu,false,""
